Teff,logg,u,u_s,u-u_s,g,g_s,g-g_s,r,r_s,r-r_s,i,i_s,i-i_s,z,z_s,z-z_s
5250,7.5,-4.15976172432671,-4.866235381589991,0.706473657263281,-6.884006878618152,-7.0561483700036405,0.17214149138548862,-6.941066701638388,-7.05419784450104,0.11313114286265247,-6.657054105908067,-6.753308597976297,0.09625449206822978,-5.9887630536959975,-6.05935448234079,0.07059142864479284
5250,7.75,-4.127315674647818,-4.837127831041169,0.709812156393351,-6.885911007960711,-7.057760066605425,0.1718490586447139,-6.945597707903286,-7.058890638438168,0.11329293053488243,-6.661512657021408,-6.757768028702753,0.09625537168134457,-5.992688969235562,-6.063288832523099,0.07059986328753709
5250,8.0,-4.095935265606659,-4.808716736811235,0.7127814712045755,-6.8873766690295,-7.058827960515796,0.1714512914862958,-6.949980367851875,-7.063367287888745,0.11338692003687001,-6.665594784086739,-6.761851188519131,0.09625640443239192,-5.996270649250075,-6.06687852440032,0.07060787515024458
5250,8.25,-4.0658534999023175,-4.781222588998528,0.7153690890962103,-6.888407117668454,-7.059394365873601,0.17098724820514732,-6.954342947263818,-7.0677447887016385,0.1134018414378204,-6.6694280945939575,-6.765684908565063,0.09625681397110597,-5.999631977031097,-6.070246920613599,0.07061494358250187
5250,8.5,-4.037074423323478,-4.75471212415648,0.7176377008330022,-6.888984933125958,-7.059481924813987,0.17049699168802945,-6.95872063479251,-7.072101938118902,0.11338130332639196,-6.6731345228329495,-6.769391607389135,0.09625708455618565,-6.002893699163209,-6.07351557164591,0.07062187248270035
5250,8.75,-4.009619619332369,-4.7292499841405125,0.7196303648081432,-6.889185387318772,-7.059178000518138,0.16999261319936565,-6.963155640050392,-7.076501687135906,0.1133460470855141,-6.6768563463324035,-6.773113904079462,0.0962575577470588,-6.00617860043965,-6.0768075932293435,0.07062899278969326
5250,9.0,-3.9834975294749064,-4.704886006261276,0.7213884767863696,-6.8890195086598425,-7.058499957175986,0.1694804485161434,-6.967627408008855,-7.080923066309982,0.11329565830112642,-6.680637368386105,-6.776894485668876,0.09625711728277153,-6.009537799355481,-6.080174108010237,0.07063630865475545
5250,9.25,-3.9588296237193923,-4.681762677880577,0.7229330541611851,-6.888519990077473,-7.0574866090984365,0.16896661902096355,-6.972127413996308,-7.085364940031937,0.11323752603562909,-6.684539524533953,-6.7807957041049995,0.09625617957104637,-6.0130210320992425,-6.083665160403211,0.07064412830396805
5250,9.5,-3.9358017295312315,-4.660003687267121,0.7242019577358896,-6.887740617461706,-7.056193886740555,0.1684532692788494,-6.976665753270101,-7.089840342695446,0.11317458942534486,-6.688608380866082,-6.784863045944533,0.09625466507845104,-6.016667820400148,-6.087320191755374,0.0706523713552265
5500,6.5,-4.715169762579979,-5.39378043892906,0.6786106763490807,-7.15195708247337,-7.327387077193681,0.17542999472031084,-7.127999399738872,-7.241939144185423,0.11393974444655086,-6.804925027592805,-6.901293733654722,0.0963687060619165,-6.11492256858396,-6.185750744180126,0.07082817559616572
5500,6.75,-4.6983911397417195,-5.3791089675060775,0.680717827764358,-7.155299727907526,-7.330660538629214,0.1753608107216884,-7.134479031737609,-7.248451664480999,0.11397263274339053,-6.812145165501843,-6.9085129539715595,0.09636778846971694,-6.121469437348168,-6.192311372393355,0.07084193504518765
5500,7.0,-4.682992334999515,-5.36558174345614,0.6825894084566251,-7.157947367930717,-7.333363326695437,0.17541595876472016,-7.139832592236896,-7.2538536545480135,0.1140210623111173,-6.818317542966138,-6.914684346063989,0.09636680309785106,-6.12705050495002,-6.197905512984409,0.07085500803438904
5500,7.25,-4.66202229181587,-5.347215696785252,0.6851934049693824,-7.161965231079673,-7.337398153568127,0.17543292248845432,-7.145432131104467,-7.259584883499425,0.1141527523949577,-6.824265888649943,-6.920632684915905,0.09636679626596134,-6.132388571456207,-6.203255282268003,0.07086671081179574
5500,7.5,-4.635913780553409,-5.324528936564402,0.688615156010993,-7.166130006765151,-7.341538881491282,0.17540887472613065,-7.152075248553686,-7.266376925832663,0.11430167727897711,-6.830772052311421,-6.92714212163607,0.09637006932464942,-6.138167462832342,-6.209041578763699,0.07087411593135684
5500,7.75,-4.607287487879876,-5.299545757897992,0.6922582700181152,-7.170078442337189,-7.345415609589665,0.17533716725247572,-7.15843706207087,-7.272918885005144,0.11448182293427323,-6.837372001299062,-6.933743058257633,0.09637105695857073,-6.144039195708924,-6.214924398878647,0.07088520316972335
5500,8.0,-4.5778504517911465,-5.2736167801021985,0.695766328311052,-7.173570593947396,-7.3487288609898656,0.17515826704246962,-7.164249549844964,-7.278911150645314,0.11466160080034982,-6.843328119985667,-6.939700079272672,0.09637195928700493,-6.149324004350202,-6.220220135387681,0.07089613103747894
5500,8.25,-4.548658012146458,-5.2476321760873965,0.6989741639409388,-7.176514005148203,-7.351362593695594,0.17484858854739116,-7.169663519888953,-7.284454252319712,0.11479073243075888,-6.848638239360763,-6.9450114511487655,0.09637321178800207,-6.154024481887962,-6.2249303915556276,0.07090590966766541
