Teff,logg,u,g,r,i,z,u_s,g_s,r_s,i_s,z_s
5750,7.0,-0.07203447078072145,0.007354833461352683,0.0024339946400573353,0.005540844921402055,0.01652229659868354,-0.05297870731921961,-0.005173460603515423,-0.0005390909499993768,0.0004024767823551656,0.01646419071648353
5750,7.25,-0.07469986962329855,0.0074962562080571615,0.002484956676212846,0.005526070127338301,0.01621228721942458,-0.054906111795457235,-0.00525721678110358,-0.0004894930219165872,0.0004011425075205466,0.016149938885920534
5750,7.5,-0.07827124711406697,0.007670745906789733,0.0025086142259489463,0.005514432485050236,0.015931714345516212,-0.057487734939773105,-0.005385945762192534,-0.00045685377815729566,0.00040089899115614003,0.015864814853671305
5750,7.75,-0.08315032748396334,0.007820928935068139,0.0025089499870389886,0.005506845211311173,0.015681176745587777,-0.061015494708389184,-0.005551353326627151,-0.00043917611154498104,0.00040163935512893545,0.015609548647198324
5750,8.0,-0.08899325848619455,0.007990733629245739,0.002408442508691877,0.005504367546095068,0.015482204382053055,-0.0652349596488726,-0.005752289047819659,-0.00048276911133626754,0.0004045640418439689,0.01540554976473274
5750,8.25,-0.09492755060033176,0.008165520343126786,0.0023457676986851084,0.005505480307938626,0.015283387901281031,-0.06951232135692464,-0.005982172210551084,-0.000505677067817345,0.0004105259330202671,0.015201396785325727
5750,8.5,-0.10069557382561811,0.008332109730101678,0.0023100041699173346,0.005504218987599785,0.01507787321639853,-0.0736635841868356,-0.006242444516793455,-0.0005174482807497327,0.00041334498877887427,0.014991040246592036
5750,8.75,-0.1058885793438229,0.008496173041038446,0.0022804664812525743,0.005500776290592313,0.014890658306114801,-0.07739445731102279,-0.006527097902367274,-0.0005320755597360005,0.0004144728776296347,0.014799537100913085
5750,9.0,-0.11042267499062675,0.008664339779148378,0.0022636341415847028,0.005498142856026789,0.01471453816917645,-0.08064910260003799,-0.0068271091175269305,-0.0005454760326983887,0.00041591699775267443,0.014619519944403692
5750,9.25,-0.1142372248911272,0.008844372523903132,0.002266981704718063,0.005493183805349133,0.014533162222253537,-0.08338429110208168,-0.007129466795181116,-0.0005533448445405043,0.000416046661499081,0.014434559330862129
5750,9.5,-0.11724826536506328,0.00903863628515822,0.0022900913981835913,0.005485529913777043,0.014340771682228137,-0.08554220211324903,-0.007424001820080406,-0.000551359308513355,0.00041544723157116437,0.014238642954090608
6000,6.5,-0.05431243482867032,0.005075027157698031,-0.000736569789342667,0.005840119337218397,0.01482645755660883,-0.04008344292509136,-0.0038020497984518897,-0.0023189395055673856,0.0005671723045601595,0.014663496674177878
6000,6.75,-0.05542659907146685,0.005203380899946097,-0.000742306103802548,0.005827414060604497,0.014536457420025073,-0.04088942841779186,-0.003877510407821916,-0.002305573382276549,0.0005658782574542442,0.014369767268394895
6000,7.0,-0.05723792054542187,0.00538111671763275,-0.0007586878977399181,0.005820441590429937,0.014247678477701697,-0.042206560020982664,-0.003970996288945372,-0.002295475406587144,0.0005703334922984027,0.014075862476090606
6000,7.25,-0.0593694979163466,0.005540341693347273,-0.0007139912093627743,0.005806717425379304,0.013881379579355979,-0.04375661215235027,-0.0040510109992766274,-0.002248216260230862,0.0005692842783169283,0.013704471455934453
6000,7.5,-0.06116327255112708,0.005669117202970142,-0.0006631414174158579,0.005792048076262546,0.013574901535026385,-0.04505580628674721,-0.004106676639128892,-0.0021984962818528686,0.0005675169523442491,0.013392765799416395
6000,7.75,-0.06381284526822029,0.005829450522575996,-0.0006361280758220289,0.0057804205611837745,0.013271190711318326,-0.04697751726189736,-0.004204160423523007,-0.00216312967804555,0.0005668938994425332,0.013084146347114967
6000,8.0,-0.06765592484649119,0.005991387065023446,-0.0006383498143129884,0.005772460323125728,0.012995397011959398,-0.04976822729216934,-0.004336474878702035,-0.0021457014664285623,0.0005674881836483792,0.012802970712293416
6000,8.25,-0.07238354400319835,0.006137701375550364,-0.0006690129065702877,0.005768742784539427,0.012753295393661546,-0.05320001501974758,-0.004489081810429951,-0.002146843881845939,0.0005695025571803569,0.012555343430364019
6000,8.5,-0.07772412725716293,0.006261058103561368,-0.0007461417608425336,0.005766288178868706,0.012539326159199504,-0.05707112206152232,-0.004680197942356301,-0.002178320205310058,0.0005712513919213791,0.012336016809808115
6000,8.75,-0.08318910579303562,0.006388914190676331,-0.0008504533899333921,0.005768350474497197,0.012357136908271116,-0.06102573636655251,-0.004915014096013692,-0.002230018808759837,0.000575488765733212,0.012148484148895022
6000,9.0,-0.08851989461984999,0.006522545815400349,-0.0009195335181644282,0.005772861464336643,0.012187164269256812,-0.06487554236839088,-0.005183883041965487,-0.0022668910785839103,0.000581500663553669,0.011973155865838692
6000,9.25,-0.09327243007417252,0.006655275162454899,-0.0009512287116670848,0.00577017792703316,0.011986906285624599,-0.06830215514898441,-0.0054813627987613245,-0.0022892029595098506,0.0005828269918026763,0.01176817962846144
6000,9.5,-0.0973562454771475,0.006798494180269898,-0.0009558093212120866,0.005765266851540218,0.011786588216018856,-0.07124319211768793,-0.0057929637076235,-0.0023029313871631985,0.0005826712515961674,0.011563564092249123
6250,6.5,-0.04667551207943532,0.0034362875161235706,-0.0035319547900840575,0.006079548343887353,0.012520441247605874,-0.03452011591884485,-0.0028447825667967663,-0.003851026499731347,0.000713931847606375,0.012250378714888654
6250,6.75,-0.046473734697446645,0.0035948692051377407,-0.003566678644865817,0.006074315543273201,0.012337478485513032,-0.03436035077207933,-0.0029014863466869656,-0.0038564850598490352,0.0007177495271690759,0.012063787156769479
6250,7.0,-0.046898298384491,0.003728375514498339,-0.003511415762016412,0.006065806876392799,0.012047605354950974,-0.03466079059160876,-0.002935265882591409,-0.0038061359266592376,0.0007181351373013456,0.011769399902888722
6250,7.25,-0.048072928446689644,0.0038298208153548785,-0.0034850634444616446,0.006054281479006107,0.011752288484274231,-0.03551121616780506,-0.0029895146580258825,-0.003773093334938693,0.0007162662508193307,0.01146996682973267
6250,7.5,-0.049448017092018404,0.003981288428818175,-0.003569774477988119,0.006054142716724442,0.011532925972542074,-0.03650792817466453,-0.0030407522048285784,-0.003804664427068616,0.0007230654322079033,0.011244891032106352
6250,7.75,-0.05057710593928988,0.00410320673617548,-0.0035246267151336497,0.006040012658726113,0.011201479669047387,-0.03732415969200176,-0.003072609301373319,-0.003757530715866153,0.0007211245209681749,0.01090815055525951
6250,8.0,-0.05250129226902445,0.004251694553111918,-0.0035023400097529134,0.006028937691606728,0.010886376935705044,-0.038722311351921945,-0.0031430985415639157,-0.003724415526381364,0.0007202817977294274,0.01058767196294852
6250,8.25,-0.05545372483743449,0.004398061999928871,-0.0035091255852996994,0.006021145478165124,0.010595690903915767,-0.040872857204469426,-0.003241287324829756,-0.0037090810257041085,0.0007203415183703044,0.01029129064815848
6250,8.5,-0.059276656119525484,0.004530700365432239,-0.003548462697640531,0.006016657056029828,0.010338479112334653,-0.04365784700649655,-0.0033646049987510196,-0.0037144729036562296,0.0007219070237027836,0.010027933285336132
6250,8.75,-0.06372188048204208,0.004647271519647944,-0.0036102530078281347,0.0060155984057246314,0.010105726360269074,-0.04689367516532883,-0.003519690262884012,-0.0037357155717288038,0.0007245547775269756,0.009789187349287687
6250,9.0,-0.06853518156911065,0.004733947964258078,-0.003680304761342512,0.006016247760815219,0.009899139636797116,-0.05039324595096417,-0.003709733024283679,-0.0037668916124893315,0.0007272531268469606,0.009576871078852633
6250,9.25,-0.07359253579993208,0.004812547616229068,-0.0038111269589258256,0.0060182538431377,0.009717409383362963,-0.05406462137281309,-0.0039588708417888085,-0.003840479092136917,0.0007300355740547104,0.009389737021901823
6250,9.5,-0.07838457164414692,0.004905122605983081,-0.003898195955557071,0.0060223324158563685,0.009543862669367797,-0.05753558142902904,-0.004248183304415676,-0.003896592662595566,0.00073507167878617,0.009210582189620453
6500,6.5,-0.041339635750301085,0.002058726474736261,-0.006052711221322227,0.006308496511607586,0.010347557906953853,-0.030646258969827755,-0.00198910087831905,-0.0052304807383620755,0.000857204817709345,0.009973370714480012
6500,6.75,-0.04009251565947736,0.002144921051854709,-0.005985354604661097,0.006294964047235396,0.01014440927100324,-0.029713450571623667,-0.0020167526772389976,-0.005179109431576734,0.0008526612757471241,0.009769288881230409
6500,7.0,-0.039526795826198224,0.0022687791188751305,-0.006001752021663975,0.006286933623176338,0.009970445665008043,-0.029279454768456503,-0.0020554944701451916,-0.005175695837792205,0.000851881706786628,0.009593012951583546
6500,7.25,-0.039529441444983604,0.0024281052800425584,-0.006085861330465292,0.006288577712734167,0.009830890403751624,-0.02926601654864669,-0.002093818866597985,-0.005210234895933752,0.000859455318586555,0.009449701954096668
6500,7.5,-0.040121481677402926,0.0025548746622021667,-0.006057463575587008,0.006280524260706244,0.009556043595758013,-0.029688446836143356,-0.0021096800273276983,-0.00517556283516285,0.0008582291472087888,0.009170043425349661
6500,7.75,-0.040901163858876544,0.0026354328279438732,-0.006051332128155451,0.0062698106024470235,0.00927472451882494,-0.030248068675774675,-0.0021114027873387897,-0.0051540324072547605,0.000856200225257453,0.008884125890062933
6500,8.0,-0.04161195001341156,0.002747538395169613,-0.006117761075820738,0.006266712029781019,0.009045241810522242,-0.03075833136345807,-0.0021205291219921207,-0.005174262916714412,0.0008597242820478357,0.008649346467056063
6500,8.25,-0.04307231165497427,0.002889794578933902,-0.006129405553370049,0.006259868110223721,0.008748899468855598,-0.03181937304332294,-0.002165043704323466,-0.005160496328045383,0.0008616074752900715,0.008346700725116563
6500,8.5,-0.04537291250321118,0.0030233057862503188,-0.0061443021460831915,0.0062523052954333025,0.008442943403689895,-0.03349939254319523,-0.002232868991335124,-0.005149083565960666,0.0008615277004651034,0.008034541224908764
6500,8.75,-0.04843420040083046,0.0031358969437462747,-0.00619072732851933,0.0062496508786971106,0.00817084092142295,-0.035735308126962906,-0.002324958529914767,-0.005157778831229365,0.0008637268696425338,0.007755917834654014
6500,9.0,-0.05214240438356299,0.0032258549340333786,-0.006263373193849731,0.0062484668847595515,0.007923661468712595,-0.03844410300451173,-0.0024465493266170313,-0.0051846222608133985,0.0008658287072975668,0.007502097192748636
6500,9.25,-0.056334732921502706,0.003293583774958364,-0.006356496162350567,0.006249410712282355,0.007700572700493069,-0.04150404300747823,-0.0026125282828388663,-0.00522878359856449,0.0008684935096958668,0.007272587763210936
6500,9.5,-0.06082108694574373,0.003330825335762455,-0.006453371259247831,0.006251616830855511,0.007499284901239633,-0.04477497766282568,-0.00282794884514459,-0.005282719690093529,0.0008711068398454813,0.0070651244273776115
6750,6.5,-0.03809505838685823,0.0008097623201486215,-0.008470016077829712,0.006522010832327396,0.008333808585355484,-0.028310855294449766,-0.0012145396795126828,-0.006560430893983948,0.0009900110236209514,0.007860901338059278
6750,6.75,-0.03578118345249237,0.0009525256092821621,-0.008393152216207511,0.006508550633956389,0.00815925788936056,-0.02658785834240973,-0.0012590874999141022,-0.006504775257869966,0.0009851382417735977,0.007685683270899801
6750,7.0,-0.034157129217643245,0.0010701991388408771,-0.008316422243535015,0.006500567896480902,0.007988571396715827,-0.025371173031540906,-0.0012818924913595708,-0.006447603473361596,0.0009844268627183794,0.007514233589382968
6750,7.25,-0.03331532429258388,0.001175430292327917,-0.008286958594002414,0.006490506960957987,0.007813947677671962,-0.024729396460845265,-0.0012797382058771234,-0.006417374144955801,0.0009810449792730935,0.007337993569063173
6750,7.5,-0.03308500799027314,0.0012757854252178902,-0.008296855721248164,0.0064828963688334795,0.00764184798546097,-0.02453991694893176,-0.0012973809832246275,-0.006409557169522628,0.0009790751154277189,0.007162971100036941
6750,7.75,-0.033347926992831844,0.0014238922129550247,-0.008401000000130665,0.00648730788511287,0.007512000140607711,-0.024717088257485642,-0.0013184131574170976,-0.006455649743983827,0.0009860292338252918,0.007029295701034499
6750,8.0,-0.033606235374321614,0.0015279659098794696,-0.008413247907100185,0.006482832458967636,0.007286610510938374,-0.024893157356235207,-0.001281369697732515,-0.006445284430011355,0.0009878302786567872,0.006799056858689312
6750,8.25,-0.034005156910502876,0.001607742691213332,-0.008422983750680402,0.006473776203932857,0.007019979100544305,-0.025174341284298407,-0.001239690348658229,-0.006431912245556504,0.0009862640018454272,0.006527505550916857
6750,8.5,-0.03511661777994135,0.0017121720423745046,-0.008521037515489382,0.006470757846177122,0.006770879212787406,-0.025980654371924317,-0.0012603876490082655,-0.006469898761132242,0.0009884777640145614,0.006272731324365566
6750,8.75,-0.03691816026121231,0.0018333075329479698,-0.008578153704849711,0.006470099558502085,0.006501112923608332,-0.02729755381152188,-0.001295577744411247,-0.006482722232881599,0.0009927869574042347,0.005995864497744918
6750,9.0,-0.039368520368675775,0.0019254514635136388,-0.008639230155068844,0.0064663408367202635,0.006212212415963592,-0.02909164203053649,-0.0013579981826552512,-0.006499696775730257,0.0009945445788872576,0.005699921501573613
6750,9.25,-0.04245627607657099,0.00198672750864759,-0.00872573388567588,0.006466512573286565,0.00595130539666755,-0.03135342372353023,-0.001451423269926977,-0.006534061075196718,0.0009965449529829584,0.005431777199220278
6750,9.5,-0.046060001252893557,0.0020181612613541233,-0.008838178911037886,0.006467894312969236,0.005713895602522001,-0.033992239245421274,-0.0015902456014202926,-0.006589698859464477,0.0009990290498365084,0.005187318968651766
7000,6.5,-0.03636686955962176,-0.0003273334830389274,-0.010644298335549252,0.006720795611574459,0.006356316151666874,-0.027104164457878,-0.00045625593459419633,-0.007753012341133569,0.001110283326855921,0.005787022263564978
7000,6.75,-0.03295330397752849,-0.0001499193699459056,-0.0105685722477169,0.006708015924147048,0.006216168069311578,-0.024562093784812333,-0.0005304805943850965,-0.007698836499457684,0.0011075348178337663,0.005648622138497927
7000,7.0,-0.030519546486935667,7.540838041109055e-06,-0.010535926230261339,0.006705303764999115,0.006142464219053068,-0.022736720364900265,-0.000589911978924107,-0.0076712097379321165,0.0011115978442859387,0.00557495385761797
7000,7.25,-0.028826961585778577,0.00013006558534556234,-0.010468298014430388,0.0066928986070919905,0.005990304602008223,-0.02146215312593469,-0.0006001102231358857,-0.007621069123509017,0.001106675262143142,0.0054228172829873245
7000,7.5,-0.027761199743423504,0.0002558311240328237,-0.010428592052235786,0.006684661843348039,0.005846818793184383,-0.020651240794201442,-0.0005781729935918634,-0.007584795366632591,0.0011035125993075212,0.005277292833895331
7000,7.75,-0.027389877124509354,0.00036068973114566916,-0.010431876921050076,0.006676484938559213,0.00569110011930718,-0.02035189667492432,-0.0005625389044432438,-0.0075736276872255814,0.0011010463129430548,0.00511942434800261
7000,8.0,-0.027419800274390838,0.0004612012863631776,-0.010497133207362452,0.006671592249922753,0.005531790641207124,-0.020357917062007402,-0.0005507541806188954,-0.00759712499631604,0.0010999013168415672,0.004957672977159433
7000,8.25,-0.027386553536061342,0.0005642578776452467,-0.010584677072962734,0.006673118662185118,0.005383101215809205,-0.02031782931736359,-0.0005074877156800994,-0.00763237812261508,0.00110407741227192,0.004804485079926479
7000,8.5,-0.027585450372491493,0.0006653056414762659,-0.01062669864299437,0.00667461100865907,0.005185476210339601,-0.020451933090331664,-0.0004633463873950916,-0.00763873485086819,0.0011090168699610103,0.004601744272175523
7000,8.75,-0.02841847795794905,0.0007339325983188871,-0.010667385361372794,0.0066688395652754195,0.004918780359112418,-0.02105471157502592,-0.00041369838037041973,-0.007642689656211843,0.0011087558727886915,0.004329226565481292
7000,9.0,-0.029841537215506975,0.0008134490131084249,-0.010833980580891023,0.006667358564833137,0.004675315088231713,-0.022093791604277158,-0.00042450660896875547,-0.007722154599363762,0.0011095428743246316,0.004079428681500019
7000,9.25,-0.03185229327759842,0.0008825767536748685,-0.010918153764610139,0.006670269356664704,0.004417306762011464,-0.023569057279502204,-0.0004594240205015865,-0.007750787660572911,0.0011157821673002388,0.003813479794363417
7000,9.5,-0.03440904103280573,0.0009090929463724251,-0.011027444643350037,0.006669749084938559,0.004144738312977125,-0.025446106856385597,-0.0005284329163046664,-0.007799106263963296,0.001117762887790974,0.0035331943230616503
7250,6.5,-0.03595509057268487,-0.001339103483363857,-0.012710091254337641,0.006928160801319194,0.004565742153033625,-0.026869208898158803,0.00022611260353144758,-0.008894933684803874,0.0012381156617138345,0.0039032410755091007
7250,6.75,-0.031246772454888827,-0.0011462942844779889,-0.012607097395736844,0.006904000413683775,0.004395402688057715,-0.02336883518093913,0.00014421545531462243,-0.008823129246565031,0.001226983781197788,0.003736507115757348
7250,7.0,-0.02783453956892501,-0.0009730357422483848,-0.012529238317778635,0.006886074668006614,0.004274184326330754,-0.020814551097689815,8.29980761594129e-05,-0.008767893532660054,0.0012199657212264015,0.003617426309855176
7250,7.25,-0.025382146001049932,-0.0008115011475169354,-0.012475370637073269,0.006879717113402961,0.004206472706830056,-0.018967859891617422,4.290389454197907e-05,-0.0087269508178629,0.0012193122428456604,0.0035502119916266395
7250,7.5,-0.023688432330501996,-0.0006535228399187076,-0.01245865781402955,0.0068751128832929,0.004140985202532477,-0.01768239968268759,2.9606522069514085e-05,-0.008707311776085191,0.001219712587708699,0.00348501613303398
7250,7.75,-0.02258200623224127,-0.0005175241948940368,-0.012430303036126134,0.006866134862637097,0.00403532179748467,-0.016838991212299703,5.888546970922448e-05,-0.008678324308021956,0.001216622777125309,0.0033782560938675488
7250,8.0,-0.02208560299018103,-0.00041314992211027857,-0.0124173852824363,0.0068600819370026045,0.0038981247269660457,-0.016446683868839074,9.80439315370063e-05,-0.008658216874003699,0.0012147833014672926,0.003239739952736187
7250,8.25,-0.02189530970552056,-0.00031845678935127353,-0.012442402303083355,0.006854515157147745,0.0037561492665787455,-0.016286856286377827,0.00017277913448765503,-0.008658523989740985,0.0012133466876207422,0.0030952838390057025
7250,8.5,-0.02176069544353254,-0.00024059700672296458,-0.01255459551964222,0.006851022228453019,0.003606118383260082,-0.01617042210278541,0.00023973384092101924,-0.008708648392076412,0.0012129299291707696,0.0029425714142234938
7250,8.75,-0.021880603083623384,-0.00015211831639305728,-0.01267567910064571,0.006853038413566992,0.0034490301421641334,-0.016244496350569904,0.00029286719376386827,-0.008762980746190863,0.001216609855635653,0.0027801046756650294
7250,9.0,-0.022426804416404877,-7.429177758666583e-05,-0.012740781741609197,0.006856963821160633,0.003233432653310331,-0.01663911659859707,0.0003533742694195041,-0.00878053630085418,0.0012212118795495996,0.0025579247794027538
7250,9.25,-0.023588706998349807,-5.794389178959136e-05,-0.012832275472522525,0.006854355227414288,0.0029778464348595435,-0.01748774362481953,0.0004030840344633191,-0.00881480770116383,0.0012217929750590883,0.0022958489409603544
7250,9.5,-0.025272225245458912,-2.737471081104559e-05,-0.013048992874214349,0.0068575009085485306,0.002764548296081415,-0.018723442961540826,0.00039096637514290933,-0.008925087675518029,0.0012270012702408906,0.002075163422041726
7500,6.5,-0.036793838062294526,-0.002197211855577308,-0.014763927523357978,0.0071226950447425,0.0028028220328657483,-0.027564674989839943,0.0008711026814083311,-0.010026072584718548,0.001354062825495106,0.002047978127134087
7500,6.75,-0.03067995966400261,-0.0020201596386755227,-0.014568153968973263,0.007102690930466338,0.0027017210130821923,-0.023021074716258028,0.0007804386042558065,-0.009907314943522039,0.0013468656864965567,0.0019515129294624955
7500,7.0,-0.02603666489597245,-0.0018353327884454984,-0.014444445814032036,0.00707716020009741,0.002568761508801032,-0.01955130564673624,0.0006944304153222447,-0.009827637429253855,0.0013348679473672576,0.0018235270108633017
